id,Date,number of bedrooms,number of bathrooms,living area,lot area,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price,Total Rooms,House Age,Living Area Ratio,number of floors_1.5,number of floors_2.0,number of floors_2.5,number of floors_3.0,number of floors_3.5
6762828046,81,3,1.5,1200,8040,0,0,4,7,1200,0,1959,0,122052,52.7201,-114.531,1450,9315,1,51,12.540761149388421,4.5,66,0.14925373134328357,False,False,False,False,False
6762828056,81,3,1.0,1320,5750,0,0,3,7,1320,0,1913,0,122059,52.7588,-114.515,1010,5700,3,62,12.53897064502647,4.0,112,0.22956521739130434,True,False,False,False,False
6762828057,81,4,2.0,1560,7569,0,0,4,7,1560,0,1966,0,122046,52.6796,-114.345,1480,8755,3,51,12.53897064502647,6.0,59,0.20610384462940942,True,False,False,False,False
6762828186,81,3,1.0,1000,8018,0,0,3,7,1000,0,1969,0,122033,52.9585,-114.388,1270,8000,3,64,12.524530013005734,4.0,56,0.12471938139186829,False,False,False,False,False
6762828334,81,4,2.25,2115,6234,0,0,3,7,2115,0,1998,0,122072,52.515,-114.391,2440,6366,1,70,12.513561021741964,6.25,27,0.33926852743022134,False,True,False,False,False
6762828470,81,3,2.0,1660,8641,0,0,4,8,1660,0,1987,0,122035,52.5963,-114.278,1490,8641,3,79,12.505995740029274,5.0,38,0.19210739497743318,False,True,False,False,False
6762828471,81,3,1.75,1760,12823,0,0,4,7,1460,300,1956,0,122072,52.5168,-114.4,1450,10800,3,62,12.505995740029274,4.75,69,0.13725337284566794,False,False,False,False,False
6762828625,81,3,2.5,1780,6527,0,0,3,8,1780,0,1989,0,122023,52.4878,-114.407,2040,8840,1,59,12.487488878546145,5.5,36,0.27271334456871454,False,True,False,False,False
6762828626,81,3,1.75,2200,7200,0,0,3,8,1270,930,1962,0,122066,52.6045,-114.466,1800,8000,3,78,12.487488878546145,4.75,63,0.3055555555555556,False,False,False,False,False
6762828934,81,3,2.0,1390,7200,0,0,3,7,1390,0,1996,0,122046,52.664,-114.344,1630,7340,1,50,12.460718739865236,5.0,29,0.19305555555555556,False,False,False,False,False
6762828950,81,4,1.5,1360,9323,0,0,4,7,1360,0,1968,0,122018,52.5468,-114.591,1180,9611,3,52,12.458778882573533,5.5,57,0.14587579105438164,False,False,False,False,False
6762829023,81,4,2.75,1760,9222,0,0,3,7,1140,620,1971,0,122018,52.5399,-114.552,1800,9222,2,53,12.449022745701502,6.75,54,0.19084797224029496,False,False,False,False,False
6762829223,81,3,1.0,1250,7920,0,0,4,7,1250,0,1960,0,122015,52.7153,-114.316,1440,9648,1,77,12.429220196836383,4.0,65,0.15782828282828282,False,False,False,False,False
6762830428,81,4,2.25,1500,5393,0,0,3,7,1500,0,1999,0,122039,52.5678,-114.452,1500,5952,1,70,12.278397958261774,6.25,26,0.27813832746152417,False,True,False,False,False
6762830429,81,4,1.75,1610,9652,0,0,5,7,1610,0,1969,0,122035,52.5581,-114.325,1220,9800,2,63,12.278397958261774,5.75,56,0.1668048072938251,False,False,False,False,False
6762830604,81,3,1.75,1570,15570,0,0,3,7,1570,0,1981,0,122018,52.5507,-114.552,2000,28200,3,73,12.254629449139815,4.75,44,0.10083493898522801,False,False,False,False,False
6762830605,81,4,1.0,1630,8400,0,0,3,6,1630,0,1962,0,122018,52.5352,-114.552,1190,8989,3,63,12.254629449139815,5.0,63,0.19404761904761905,False,False,False,False,False
6762830900,81,3,2.25,2070,11576,0,0,3,7,2070,0,1974,0,122039,52.5717,-114.461,1890,7519,3,54,12.185875040240456,5.25,51,0.1788182446440912,False,True,False,False,False
6762831021,81,2,1.0,1000,4179,0,0,5,5,1000,0,1914,0,122072,52.527,-114.417,1010,6327,3,54,12.15425816271595,3.0,111,0.23929169657812874,False,False,False,False,False
6762831042,81,3,2.5,1730,1803,0,0,3,7,1730,0,2005,0,122031,52.6948,-114.525,1190,7980,1,65,12.138869243416009,5.5,20,0.9595119245701609,False,True,False,False,False
6762831432,81,2,1.5,1360,1934,0,0,4,7,1360,0,1978,0,122023,52.5157,-114.379,1360,1898,3,56,11.918397239722838,3.5,47,0.703205791106515,False,True,False,False,False
6762831607,81,3,1.0,840,9480,0,0,3,6,840,0,1960,0,122018,52.5577,-114.531,840,9420,3,72,11.367911253546788,4.0,65,0.08860759493670886,False,False,False,False,False
6762810566,82,4,2.25,3920,7200,0,0,3,10,3120,800,1928,0,122054,52.8031,-114.474,3400,7200,1,62,14.207553321415745,6.25,97,0.5444444444444444,False,True,False,False,False
6762810686,82,3,3.25,3786,38038,1,4,3,9,1934,1852,1978,2006,122069,52.6207,-114.638,2850,33361,2,78,14.137594781770806,6.25,47,0.09953204690046795,False,False,False,False,False
6762810804,82,4,3.0,4120,14021,0,0,3,11,4120,0,2005,0,122020,52.8285,-114.216,4390,14684,1,50,14.077875591662238,7.0,20,0.2938449468654162,False,True,False,False,False
6762811147,82,4,3.25,3740,11467,0,0,3,10,3740,0,2014,0,122011,52.811,-114.212,2510,27520,1,53,13.946539697563276,7.25,11,0.326153309496817,False,True,False,False,False
6762811554,82,4,3.0,2290,2350,0,1,3,9,1610,680,1924,2011,122009,52.804,-114.605,1610,3820,2,62,13.807176929543175,7.0,101,0.9744680851063829,False,True,False,False,False
6762812098,82,4,2.5,2580,3943,0,0,3,8,2580,0,2013,0,122010,52.9153,-114.4,1700,5772,1,62,13.70903942580019,6.5,12,0.6543241186913518,False,True,False,False,False
6762812167,82,4,2.75,3080,7242,0,0,3,9,3080,0,2014,0,122010,52.9248,-114.368,3010,7205,2,59,13.6989216840129,6.75,11,0.42529687931510635,False,True,False,False,False
6762812199,82,4,3.5,4210,9414,0,0,3,9,4210,0,2001,0,122019,52.8367,-114.212,3950,8880,2,67,13.693054746877811,7.5,24,0.4472062885064797,False,True,False,False,False
6762812230,82,4,2.75,3020,7203,0,0,3,9,3020,0,2014,0,122010,52.9248,-114.368,3010,7215,1,72,13.687621503085918,6.75,11,0.41926974871581285,False,True,False,False,False
6762812288,82,4,4.0,3770,9750,0,0,4,9,1940,1830,1967,0,122050,52.9459,-114.557,2260,9878,1,68,13.67854584967945,8.0,58,0.38666666666666666,False,False,False,False,False
6762812334,82,3,3.75,3830,219106,0,0,3,9,3830,0,1977,1999,122012,52.7732,-114.142,2440,219106,1,68,13.670485941982712,6.75,48,0.017480123775706735,False,True,False,False,False
6762812472,82,4,2.0,3380,90968,0,0,4,9,1690,1690,1979,0,122020,52.8236,-114.267,3380,42740,3,65,13.652992804936396,6.0,46,0.037155922961920676,False,False,False,False,False
6762812473,82,4,1.0,2500,35802,0,0,3,7,2500,0,1955,0,122049,52.8788,-114.343,2880,40510,1,63,13.652992804936396,5.0,70,0.06982850120105022,True,False,False,False,False
6762812623,82,4,3.0,4480,42717,0,0,3,9,4480,0,1987,0,122037,53.0011,-114.278,3140,41632,1,56,13.635188201437066,7.0,38,0.10487627876489454,False,True,False,False,False
6762812780,82,2,2.5,2210,4440,0,0,4,8,1440,770,1931,0,122047,52.8605,-114.49,1560,4920,2,53,13.617060838751888,4.5,94,0.49774774774774777,False,True,False,False,False
6762812844,82,4,2.0,2530,15520,0,0,5,8,2220,310,1964,0,122049,52.843,-114.357,2500,13300,3,59,13.609102434896775,6.0,61,0.16301546391752578,False,False,False,False,False
6762813270,82,3,2.0,1840,6000,0,0,5,7,1720,120,1946,0,122010,52.9128,-114.397,1390,6000,1,75,13.564483088506746,5.0,79,0.30666666666666664,False,True,False,False,False
6762813393,82,5,2.75,3360,12080,0,0,3,9,3360,0,2014,0,122017,53.0057,-114.363,3360,9724,2,55,13.554140599011179,7.75,11,0.2781456953642384,False,True,False,False,False
6762813394,82,5,2.75,3010,5398,0,0,3,9,3010,0,2014,0,122019,52.8367,-114.243,3360,5407,2,57,13.554140599011179,7.75,11,0.5576139310855872,False,True,False,False,False
6762813402,82,5,2.75,3030,13640,0,0,4,8,3030,0,1980,0,122030,52.8486,-114.336,2500,13225,2,51,13.551546314212295,7.75,45,0.2221407624633431,False,True,False,False,False
6762813617,82,2,2.5,2630,7957,0,0,3,8,2630,0,2003,0,122045,52.9406,-114.213,2305,7220,1,77,13.527829818844937,4.5,22,0.330526580369486,False,True,False,False,False
6762813712,82,4,2.5,3170,4979,0,0,4,7,2570,600,1925,0,122028,52.8955,-114.53,2060,5000,2,72,13.525159593854116,6.5,100,0.6366740309299056,False,True,False,False,False
6762814295,82,3,1.75,2180,10221,0,2,4,7,1140,1040,1946,0,122057,52.8185,-114.438,2180,8535,2,56,13.465954500233115,4.75,79,0.2132863711965561,False,False,False,False,False
6762814554,82,3,2.5,1300,5150,0,0,4,7,1300,0,1920,0,122007,52.9138,-114.552,1400,4017,3,65,13.444448325847754,5.5,105,0.2524271844660194,True,False,False,False,False
6762814636,82,3,2.5,3450,8000,0,0,4,8,2970,480,1927,1975,122009,52.7905,-114.592,1880,6135,3,76,13.437175577097312,5.5,98,0.43125,False,False,False,True,False
6762815188,82,4,2.5,2460,4166,0,0,3,9,2460,0,2003,0,122033,52.9372,-114.422,2460,4964,3,59,13.390481823996812,6.5,22,0.5904944791166586,False,True,False,False,False
6762815776,82,4,2.0,1410,4480,0,0,3,8,1410,0,1927,0,122061,52.8685,-114.534,1240,3400,1,65,13.345508528717259,6.0,98,0.31473214285714285,True,False,False,False,False
6762816082,82,4,2.5,2610,5562,0,0,3,9,2610,0,2013,0,122053,52.7437,-114.359,2720,7400,1,66,13.32180586438168,6.5,12,0.4692556634304207,False,True,False,False,False
6762816558,82,3,2.0,2420,208652,0,0,3,8,2420,0,2005,0,122062,52.5966,-114.168,3180,212137,3,78,13.28787951079572,5.0,20,0.011598259302570788,True,False,False,False,False
6762816652,82,2,1.0,1190,6967,0,0,3,7,1190,0,1946,0,122057,52.8196,-114.433,1700,6968,2,71,13.282952145338172,3.0,79,0.17080522463040046,False,False,False,False,False
6762816685,82,4,2.5,1860,8117,0,0,4,8,1460,400,1966,0,122029,52.8528,-114.294,2040,8199,1,50,13.279368835614243,6.5,59,0.22914870025871628,False,False,False,False,False
6762816886,82,3,2.5,2000,7251,0,0,3,9,2000,0,1995,0,122033,52.9367,-114.39,2450,8118,2,80,13.266465452978318,5.5,30,0.2758240242725141,False,True,False,False,False
6762816942,82,3,2.25,2680,100188,0,0,4,8,1580,1100,1978,0,122012,52.7076,-114.21,2540,60548,1,64,13.26212705890841,5.25,47,0.026749710544176946,False,True,False,False,False
6762817291,82,3,3.0,3290,80471,0,2,4,8,2330,960,1975,0,122069,52.734,-114.654,1830,30494,2,61,13.239258908233676,6.0,50,0.040884293720719264,False,True,False,False,False
6762817429,82,3,2.5,1630,1587,0,0,3,8,1630,0,2004,0,122026,52.8993,-114.583,1500,1527,3,73,13.230322314239945,5.5,21,1.027095148078135,False,False,False,True,False
6762817531,82,3,2.25,2700,4025,0,0,4,8,1760,940,1907,0,122044,52.8374,-114.484,1580,4025,1,61,13.222210522327158,5.25,118,0.6708074534161491,False,True,False,False,False
6762817556,82,4,1.5,1470,5040,0,0,3,7,1470,0,1946,0,122007,52.9069,-114.571,1470,5100,2,60,13.219491903015438,5.5,79,0.2916666666666667,True,False,False,False,False
6762817606,82,3,2.0,1420,1369,0,0,3,9,1340,80,2007,0,122061,52.8772,-114.547,1540,2168,1,71,13.217675375388819,5.0,18,1.0372534696859022,False,False,True,False,False
6762817732,82,4,3.5,3906,9674,0,2,3,9,3906,0,2014,0,122039,52.5231,-114.454,2673,6500,2,74,13.217584462330732,7.5,11,0.4037626628075253,False,True,False,False,False
6762817781,82,2,1.0,1470,3864,0,0,4,7,1170,300,1916,0,122028,52.8938,-114.535,1570,3864,1,78,13.214032390746006,3.0,109,0.3804347826086957,False,False,False,False,False
6762817836,82,4,2.75,3410,35040,0,0,3,9,3410,0,1984,0,122024,52.6354,-114.22,2580,37263,1,54,13.208542908506082,6.75,41,0.09731735159817352,False,True,False,False,False
6762818128,82,2,3.5,2560,5000,0,0,4,6,1280,1280,1944,0,122026,52.8981,-114.558,1390,4000,3,64,13.190023895035274,5.5,81,0.512,False,False,False,False,False
6762818265,82,4,2.5,2370,9601,0,0,3,8,1570,800,1976,0,122012,52.7627,-114.244,2550,10500,1,70,13.180634172318978,6.5,49,0.24684928653265284,False,False,False,False,False
6762818862,82,6,4.5,3300,7200,0,0,3,8,3300,0,1980,0,122005,52.9098,-114.294,2470,7561,3,77,13.1421679654829,10.5,45,0.4583333333333333,False,True,False,False,False
6762819102,82,3,2.25,1580,4379,0,0,4,8,1580,0,1994,0,122011,52.7994,-114.195,1770,4187,1,71,13.122365377402328,5.25,31,0.36081297099794474,False,True,False,False,False
6762819483,82,4,2.5,2510,4349,0,0,3,8,2510,0,2010,0,122015,52.7227,-114.337,2510,4314,3,80,13.102162710901053,6.5,15,0.5771441710738101,False,True,False,False,False
6762819638,82,4,2.5,2420,10603,0,0,5,7,1210,1210,1958,0,122058,52.9697,-114.449,1750,10800,1,72,13.091906231773164,6.5,67,0.2282372913326417,False,False,False,False,False
6762819783,82,3,2.5,1640,7847,0,0,3,8,1640,0,1987,0,122011,52.7984,-114.208,1870,6079,3,67,13.081543466215237,5.5,38,0.2089970689435453,False,True,False,False,False
6762820283,82,3,2.5,2150,4084,0,0,3,8,2150,0,2007,0,122064,52.7788,-114.562,1750,2385,3,57,13.049794835104816,5.5,18,0.5264446620959843,False,True,False,False,False
6762820623,82,4,3.0,2480,9238,0,0,5,7,2050,430,1913,0,122031,52.7001,-114.554,1820,12214,1,75,13.02805489573287,7.0,112,0.2684563758389262,False,False,False,False,False
6762820624,82,4,2.5,2090,4400,0,0,3,8,2090,0,2011,0,122051,52.7703,-114.476,2090,3430,2,73,13.02805489573287,6.5,14,0.475,False,True,False,False,False
6762820804,82,3,2.25,1760,10013,0,0,4,8,1760,0,1983,0,122053,52.7636,-114.379,1810,9768,1,71,13.017005083966255,5.25,42,0.17577149705383002,False,True,False,False,False
6762820946,82,3,2.5,1530,3840,0,0,3,8,1530,0,1994,0,122011,52.7991,-114.197,1720,3985,3,58,13.016893966928787,5.5,31,0.3984375,False,True,False,False,False
6762821239,82,3,2.75,2070,9697,0,0,4,7,1330,740,1929,0,122070,52.6627,-114.473,2000,14436,3,66,12.994532278619134,5.75,96,0.2134680829122409,False,True,False,False,False
6762821320,82,3,2.5,1540,7773,0,0,4,8,1540,0,1982,0,122033,52.952,-114.384,1630,7340,2,62,12.99441863605669,5.5,43,0.19812170333204682,False,True,False,False,False
6762821472,82,4,2.5,2440,5350,0,0,3,7,2440,0,2003,0,122015,52.7191,-114.339,2440,5090,1,62,12.983103608918753,6.5,22,0.45607476635514016,False,True,False,False,False
6762821560,82,3,1.0,1230,6000,0,0,4,7,780,450,1937,0,122006,52.9139,-114.471,1570,5000,3,58,12.979649382005148,4.0,88,0.205,False,False,False,False,False
6762821660,82,6,3.0,2630,8800,0,0,3,7,1610,1020,1959,0,122022,52.9466,-114.483,1220,1173,1,68,12.971542813248437,9.0,66,0.2988636363636364,False,False,False,False,False
6762821862,82,3,2.0,1540,8011,0,0,3,7,1540,0,1988,0,122017,52.9642,-114.392,1630,7141,2,71,12.959846800844963,5.0,37,0.19223567594557484,False,False,False,False,False
6762821863,82,5,2.75,1340,11583,0,0,3,7,1190,150,1962,0,122033,52.939,-114.404,1950,10514,3,54,12.959846800844963,7.75,63,0.11568678235344902,False,False,False,False,False
6762821864,82,3,1.0,1280,3200,0,0,3,7,1280,0,1903,0,122044,52.8329,-114.497,1320,1676,2,68,12.959846800844963,4.0,122,0.4,True,False,False,False,False
6762821993,82,4,2.75,2950,49658,0,0,4,8,2950,0,1960,1998,122062,52.5896,-114.112,1720,54672,2,55,12.959611479595074,6.75,65,0.05940633936123082,False,False,False,False,False
6762822072,82,2,1.75,1060,4182,0,0,3,7,1060,0,1977,0,122006,52.9087,-114.498,1760,4590,2,61,12.948012371209098,3.75,48,0.2534672405547585,False,True,False,False,False
6762822073,82,4,2.5,2030,8100,0,0,3,7,1150,880,1973,0,122033,52.9704,-114.376,1770,8071,1,57,12.948012371209098,6.5,52,0.2506172839506173,False,False,False,False,False
6762822295,82,3,1.75,1470,4000,0,0,3,7,1070,400,1979,0,122044,52.8367,-114.488,1280,3500,2,54,12.936036208848487,4.75,46,0.3675,False,False,False,False,False
6762822442,82,3,1.75,1490,9844,0,0,4,7,1190,300,1959,0,122014,52.9926,-114.487,1840,10150,3,58,12.926350926565435,4.75,66,0.15136123527021536,False,False,False,False,False
6762822477,82,3,2.25,1790,5794,0,0,3,7,1380,410,1985,0,122021,52.9777,-114.361,2140,7769,2,66,12.923914877701906,5.25,40,0.3089402830514325,True,False,False,False,False
6762823174,82,3,2.5,1090,7700,0,0,4,7,1090,0,1957,0,122029,52.837,-114.31,1740,7700,3,79,12.886516985555431,5.5,68,0.14155844155844155,False,False,False,False,False
6762823183,82,3,2.0,1160,3441,0,0,4,6,580,580,1930,0,122016,52.7614,-114.582,1160,4000,1,53,12.884108726347916,5.0,95,0.3371113048532403,False,False,False,False,False
6762823238,82,2,1.0,890,5423,0,0,3,6,890,0,1946,0,122007,52.9266,-114.558,1690,5993,1,66,12.876465396508989,3.0,79,0.16411580306103632,False,False,False,False,False
6762823264,82,4,2.5,1840,15496,0,0,3,8,1840,0,1991,0,122015,52.6983,-114.26,1840,15040,1,70,12.873904582205107,6.5,34,0.11874032008260196,False,True,False,False,False
6762823355,82,4,2.5,1890,6947,0,0,4,7,1890,0,1968,0,122031,52.6581,-114.533,2410,15256,3,76,12.873902018105829,6.5,57,0.27205988196343744,False,True,False,False,False
6762823742,82,3,2.25,1830,25641,0,0,3,8,1830,0,1989,0,122015,52.7086,-114.302,1500,25641,3,56,12.846612510860464,5.25,36,0.07137007137007137,False,True,False,False,False
6762823851,82,5,2.5,2840,15598,0,0,4,8,1470,1370,1975,0,122015,52.6993,-114.307,2570,14930,2,69,12.834683971615659,7.5,50,0.18207462495191692,False,False,False,False,False
6762823852,82,3,1.5,1110,5500,0,0,3,6,1110,0,1940,1997,122010,52.9017,-114.374,1670,6600,3,65,12.834683971615659,4.5,85,0.2018181818181818,False,False,False,False,False
6762824653,82,3,1.0,940,8512,0,0,4,7,940,0,1967,0,122010,52.9302,-114.381,1060,8512,2,76,12.779875885354993,4.0,58,0.11043233082706767,False,False,False,False,False
6762824871,82,3,1.0,1130,8201,0,0,5,6,1130,0,1948,0,122014,52.9659,-114.496,1180,8203,3,51,12.765691290604371,4.0,77,0.13778807462504572,False,False,False,False,False
6762825233,82,2,1.0,1060,3325,0,0,4,6,770,290,1932,0,122006,52.9196,-114.497,1820,4275,2,73,12.748399843328054,3.0,93,0.318796992481203,True,False,False,False,False
6762825508,82,3,2.5,1470,3976,0,0,3,7,1470,0,1999,0,122008,52.756,-114.016,1490,4400,1,67,12.727841176689147,5.5,26,0.36971830985915494,False,True,False,False,False
6762825575,82,3,1.75,1400,7920,0,0,3,7,1400,0,1965,0,122033,52.9612,-114.392,1310,7876,1,69,12.721888795877375,4.75,60,0.17676767676767677,False,False,False,False,False
6762826017,82,3,2.5,2330,12040,0,0,4,7,1480,850,1980,0,122042,52.6843,-114.4,1940,9607,1,67,12.691583538230217,5.5,45,0.19352159468438537,False,False,False,False,False
6762826173,82,3,2.0,1540,10931,0,3,3,7,1540,0,1989,0,122025,52.725,-113.966,1570,10485,3,66,12.688501881189456,5.0,36,0.14088372518525294,False,False,False,False,False
6762826695,82,3,2.5,1990,3600,0,0,3,7,1990,0,2004,0,122024,52.6141,-114.231,1790,3600,3,53,12.644330802262578,5.5,21,0.5527777777777778,False,True,False,False,False
6762826696,82,2,1.0,1560,4920,0,0,4,6,780,780,1947,0,122022,52.9548,-114.515,1760,7510,2,77,12.644330802262578,3.0,78,0.3170731707317073,False,False,False,False,False
6762827032,82,3,2.5,2140,9492,0,0,3,8,2140,0,1994,0,122023,52.5589,-114.394,2180,9184,1,65,12.618185607609803,5.5,31,0.22545301306363252,False,True,False,False,False
6762827257,82,3,2.25,1940,9100,0,0,4,8,1630,310,1966,0,122018,52.5433,-114.554,2080,9100,2,53,12.608202196848836,5.25,59,0.21318681318681318,False,False,False,False,False
6762827367,82,4,2.25,1830,5720,0,0,3,7,1830,0,2003,0,122065,52.5904,-114.369,1960,5754,3,55,12.59473402514672,6.25,22,0.31993006993006995,False,True,False,False,False
6762827875,82,3,2.25,1670,7150,0,0,4,7,1670,0,1990,0,122035,52.5903,-114.278,1570,7040,1,78,12.551437369385376,5.25,35,0.23356643356643356,False,True,False,False,False
6762827896,82,3,2.5,1760,7601,0,0,3,8,1760,0,1992,0,122040,52.4972,-114.503,1920,6851,2,74,12.546113507028412,5.5,33,0.23154848046309695,False,True,False,False,False
6762827940,82,2,1.0,2280,37500,0,0,3,7,2280,0,1932,0,122016,52.755,-114.579,2360,6000,2,50,12.54254845357358,3.0,93,0.0608,False,True,False,False,False
6762828322,82,2,1.0,1280,5728,0,0,5,6,1280,0,1941,0,122058,52.9777,-114.422,2480,9775,1,69,12.516955975152017,3.0,84,0.22346368715083798,True,False,False,False,False
6762828335,82,3,2.5,1790,6371,0,0,3,8,1790,0,1998,0,122023,52.5591,-114.358,1850,6371,2,76,12.513561021741964,5.5,27,0.2809606027311254,False,True,False,False,False
6762828912,82,2,1.0,1210,17389,0,0,4,5,1210,0,1948,0,122015,52.7344,-114.338,2140,14419,3,54,12.464587201678082,3.0,77,0.06958421990913796,False,False,False,False,False
6762828988,82,3,1.0,880,5375,0,0,4,5,880,0,1924,0,122042,52.7158,-114.392,980,4838,2,53,12.45293662970407,4.0,101,0.16372093023255813,False,False,False,False,False
6762829224,82,3,1.5,2030,14400,0,0,4,7,1310,720,1969,0,122039,52.4939,-114.475,1330,14400,1,66,12.429220196836383,4.5,56,0.14097222222222222,False,False,False,False,False
6762829354,82,4,2.25,1860,9576,0,0,3,7,1400,460,1962,0,122066,52.5912,-114.474,1860,9576,1,57,12.425212191503038,6.25,63,0.19423558897243107,False,False,False,False,False
6762829632,82,3,1.75,1260,7362,0,0,3,7,1260,0,1984,0,122024,52.5902,-114.242,1530,7232,3,80,12.388398368982115,4.75,41,0.17114914425427874,False,False,False,False,False
6762829704,82,4,1.0,1460,6000,0,0,4,7,730,730,1941,0,122063,52.7252,-114.414,1190,6000,2,52,12.388190014812611,5.0,84,0.24333333333333335,False,False,False,False,False
6762829964,82,2,1.0,1430,4000,0,0,3,7,930,500,1949,0,122051,52.7533,-114.474,1110,4000,1,56,12.345838935721968,3.0,76,0.3575,False,False,False,False,False
6762830116,82,4,2.0,1440,7950,0,0,5,6,1440,0,1962,0,122046,52.6817,-114.272,1530,20037,3,73,12.326079872504838,6.0,63,0.1811320754716981,False,False,False,False,False
